Protein,p-value,BV- Avg Count,BV- Avg Transformed Abundance,BV- StDev,BV+ Avg Count,BV+ Avg Transformed Abundance,BV+ StDev,delta
Immunoglobulin heavy variable 4-59,0.495263733,0.333333333,5.64E-05,0.000120368,0.6,0.000126126,0.000297586,0.266666667
Immunoglobulin heavy variable 4-30-4,0.495263733,0.333333333,5.64E-05,0.000120368,0.6,0.000126126,0.000297586,0.266666667
Immunoglobulin heavy variable 4-38-2,0.495263733,0.333333333,5.64E-05,0.000120368,0.6,0.000126126,0.000297586,0.266666667
Myeloid cell nuclear differentiation antigen,0.496045089,1.333333333,0.000212163,0.000344292,1.15,0.000249733,0.000435931,-0.183333333
Hemoglobin subunit zeta,0.496045089,4.333333333,0.000651855,0.000952349,2.1,0.000517882,0.000960485,-2.233333333
Antileukoproteinase,0.49648469,1.888888889,0.000284851,0.000447272,3.85,0.000669071,0.001576866,1.961111111
Calnexin,0.496595276,2,0.000301683,0.000268166,1.45,0.000352617,0.000394421,-0.55
Apolipoprotein A-I,0.496622596,27.77777778,0.004140071,0.005618912,15.6,0.003431511,0.006133563,-12.17777778
Chloride intracellular channel protein 1,0.496644315,5.222222222,0.000789433,0.00026846,3.85,0.000755924,0.000426259,-1.372222222
Kallikrein-13,0.496644315,10.88888889,0.001703224,0.00137792,7.35,0.001521503,0.001036723,-3.538888889
